Year,EPS,Dividen,ROE,Net Margin,Free Cash flow,Interest Coverage
2021,10.12,4.949832,0.3935265186760601,0.16747277612784614,5851000000.0,15.762295081967213
2022,10.18,4.983276,0.3924059231082733,0.1687750153378714,3842000000.0,14.835497835497835
2023,-12.63,5.016724,-1.4551695444143957,-0.2842340511986997,5065000000.0,-10.977683315621679
2024,7.55,3.362542,1.086153045288912,0.16980671414038656,638000000.0,5.046179680940386
